"subject" "activityName" "signalMeasure" "value"
"train" "STANDING" "tBodyAccJerkMag-mean()" -0.978738869002911
"train" "STANDING" "tBodyAccJerkMag-std()" -0.973516388609898
"train" "STANDING" "tBodyAccMag-mean()" -0.95678885018195
"train" "STANDING" "tBodyAccMag-std()" -0.949050271871907
"train" "STANDING" "tBodyGyro-mean()-X" -0.0263231980185808
"train" "STANDING" "tBodyGyro-mean()-Y" -0.0660746057299709
"train" "STANDING" "tBodyGyro-mean()-Z" 0.0787782501328239
"train" "STANDING" "tBodyGyro-std()-X" -0.950981475866084
"train" "STANDING" "tBodyGyro-std()-Y" -0.96414183628821
"train" "STANDING" "tBodyGyro-std()-Z" -0.960106905407569
"train" "STANDING" "tBodyGyroJerk-mean()-X" -0.0994459157848617
"train" "STANDING" "tBodyGyroJerk-mean()-Y" -0.0424437794962882
"train" "STANDING" "tBodyGyroJerk-mean()-Z" -0.0518025512964192
"train" "STANDING" "tBodyGyroJerk-std()-X" -0.969492009825327
"train" "STANDING" "tBodyGyroJerk-std()-Y" -0.98204418555313
"train" "STANDING" "tBodyGyroJerk-std()-Z" -0.978999994272198
"train" "STANDING" "tBodyGyroJerkMag-mean()" -0.980589908020378
"train" "STANDING" "tBodyGyroJerkMag-std()" -0.976113861921397
"train" "STANDING" "tBodyGyroMag-mean()" -0.947207964796215
"train" "STANDING" "tBodyGyroMag-std()" -0.935924401841339
"train" "STANDING" "tGravityAcc-mean()-X" 0.940855692081514
"train" "STANDING" "tGravityAcc-mean()-Y" -0.182159165492402
"train" "STANDING" "tGravityAcc-mean()-Z" -0.0273917941389855
"train" "STANDING" "tGravityAcc-std()-X" -0.988270207540029
"train" "STANDING" "tGravityAcc-std()-Y" -0.970754316870451
"train" "STANDING" "tGravityAcc-std()-Z" -0.955334333173217
"train" "STANDING" "tGravityAccMag-mean()" -0.95678885018195
"train" "STANDING" "tGravityAccMag-std()" -0.949050271871907
"train" "WALKING" "angle(tBodyAccJerkMean),gravityMean)" -0.0119157425881892
"train" "WALKING" "angle(tBodyAccMean,gravity)" 0.0210505983661501
"train" "WALKING" "angle(tBodyGyroJerkMean,gravityMean)" -0.0151338272463051
"train" "WALKING" "angle(tBodyGyroMean,gravityMean)" 0.00317461448858075
"train" "WALKING" "angle(X,gravityMean)" -0.757128166411093
"train" "WALKING" "angle(Y,gravityMean)" 0.220458008442088
"train" "WALKING" "angle(Z,gravityMean)" 0.0675776453568312
"train" "WALKING" "fBodyAcc-mean()-X" -0.299246289954772
"train" "WALKING" "fBodyAcc-mean()-Y" -0.0400579863409135
"train" "WALKING" "fBodyAcc-mean()-Z" -0.320268879986729
"train" "WALKING" "fBodyAcc-meanFreq()-X" -0.302368465272757
"train" "WALKING" "fBodyAcc-meanFreq()-Y" 0.044701989027721
"train" "WALKING" "fBodyAcc-meanFreq()-Z" 0.0680922608795734
"train" "WALKING" "fBodyAcc-std()-X" -0.319449560903263
"train" "WALKING" "fBodyAcc-std()-Y" -0.0733724623492251
"train" "WALKING" "fBodyAcc-std()-Z" -0.267572362684095
"train" "WALKING" "fBodyAccJerk-mean()-X" -0.321121167768654
"train" "WALKING" "fBodyAccJerk-mean()-Y" -0.173139305678834
"train" "WALKING" "fBodyAccJerk-mean()-Z" -0.434049963153246
"train" "WALKING" "fBodyAccJerk-meanFreq()-X" -0.266572265205873
"train" "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.35778634622031
"train" "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.245043249244543
"train" "WALKING" "fBodyAccJerk-std()-X" -0.306296265538255
"train" "WALKING" "fBodyAccJerk-std()-Y" -0.0916769810447162
"train" "WALKING" "fBodyAccJerk-std()-Z" -0.488938910530661
"train" "WALKING" "fBodyAccMag-mean()" -0.274583992340065
"train" "WALKING" "fBodyAccMag-meanFreq()" 0.159285968600769
"train" "WALKING" "fBodyAccMag-std()" -0.469706683062806
"train" "WALKING" "fBodyBodyAccJerkMag-mean()" -0.220474636401958
"train" "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.0706950272652586
"train" "WALKING" "fBodyBodyAccJerkMag-std()" -0.229687911080799
"train" "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.507109768565555
"train" "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.117421236499339
"train" "WALKING" "fBodyBodyGyroJerkMag-std()" -0.501290499908646
"train" "WALKING" "fBodyBodyGyroMag-mean()" -0.393456402177055
"train" "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.146866932989706
"train" "WALKING" "fBodyBodyGyroMag-std()" -0.451461098451794
"train" "WALKING" "fBodyGyro-mean()-X" -0.342625352351713
"train" "WALKING" "fBodyGyro-mean()-Y" -0.373186450008817
"train" "WALKING" "fBodyGyro-mean()-Z" -0.299156019251648
"train" "WALKING" "fBodyGyro-meanFreq()-X" -0.0707009641699592
"train" "WALKING" "fBodyGyro-meanFreq()-Y" -0.110087867172912
"train" "WALKING" "fBodyGyro-meanFreq()-Z" -0.0830021343186297
"train" "WALKING" "fBodyGyro-std()-X" -0.501130832201272
"train" "WALKING" "fBodyGyro-std()-Y" -0.305965827883026
"train" "WALKING" "fBodyGyro-std()-Z" -0.392421798877651
"train" "WALKING" "tBodyAcc-mean()-X" 0.276260200872757
"train" "WALKING" "tBodyAcc-mean()-Y" -0.0177677108511182
"train" "WALKING" "tBodyAcc-mean()-Z" -0.108884089505465
"train" "WALKING" "tBodyAcc-std()-X" -0.312641276860938
"train" "WALKING" "tBodyAcc-std()-Y" -0.0202716892534421
"train" "WALKING" "tBodyAcc-std()-Z" -0.246279194916452
"train" "WALKING" "tBodyAccJerk-mean()-X" 0.0781529317778793
"train" "WALKING" "tBodyAccJerk-mean()-Y" 0.0121226741316897
"train" "WALKING" "tBodyAccJerk-mean()-Z" -0.00375555256860604
"train" "WALKING" "tBodyAccJerk-std()-X" -0.282116881167088
"train" "WALKING" "tBodyAccJerk-std()-Y" -0.104970427937531
"train" "WALKING" "tBodyAccJerk-std()-Z" -0.461915637480408
"train" "WALKING" "tBodyAccJerkMag-mean()" -0.243182988691175
"train" "WALKING" "tBodyAccJerkMag-std()" -0.22122673901031
"train" "WALKING" "tBodyAccMag-mean()" -0.16078708767832
"train" "WALKING" "tBodyAccMag-std()" -0.33054317771252
"train" "WALKING" "tBodyGyro-mean()-X" -0.0312533147691762
"train" "WALKING" "tBodyGyro-mean()-Y" -0.0713125942324959
"train" "WALKING" "tBodyGyro-mean()-Z" 0.0841943988581277
"train" "WALKING" "tBodyGyro-std()-X" -0.461290098708157
"train" "WALKING" "tBodyGyro-std()-Y" -0.325584920802455
"train" "WALKING" "tBodyGyro-std()-Z" -0.32080957637553
"train" "WALKING" "tBodyGyroJerk-mean()-X" -0.0968968860162643
"train" "WALKING" "tBodyGyroJerk-mean()-Y" -0.0443103427345922
"train" "WALKING" "tBodyGyroJerk-mean()-Z" -0.0524042952439478
"train" "WALKING" "tBodyGyroJerk-std()-X" -0.361232566109217
"train" "WALKING" "tBodyGyroJerk-std()-Y" -0.502931986096003
"train" "WALKING" "tBodyGyroJerk-std()-Z" -0.440865118262072
"train" "WALKING" "tBodyGyroJerkMag-mean()" -0.450009825369331
"train" "WALKING" "tBodyGyroJerkMag-std()" -0.487888281890326
"train" "WALKING" "tBodyGyroMag-mean()" -0.257203964799315
"train" "WALKING" "tBodyGyroMag-std()" -0.36096832426354
"train" "WALKING" "tGravityAcc-mean()-X" 0.933317070057096
"train" "WALKING" "tGravityAcc-mean()-Y" -0.199518178897227
"train" "WALKING" "tGravityAcc-mean()-Z" -0.0649048773550457
"train" "WALKING" "tGravityAcc-std()-X" -0.977509136933116
"train" "WALKING" "tGravityAcc-std()-Y" -0.966631852120718
"train" "WALKING" "tGravityAcc-std()-Z" -0.952444776696574
"train" "WALKING" "tGravityAccMag-mean()" -0.16078708767832
"train" "WALKING" "tGravityAccMag-std()" -0.33054317771252
"train" "WALKING_DOWNSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" -0.0218183937395132
"train" "WALKING_DOWNSTAIRS" "angle(tBodyAccMean,gravity)" -0.0387078144546755
"train" "WALKING_DOWNSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" -0.0705230365371197
"train" "WALKING_DOWNSTAIRS" "angle(tBodyGyroMean,gravityMean)" 0.184764239882586
"train" "WALKING_DOWNSTAIRS" "angle(X,gravityMean)" -0.778270608995943
"train" "WALKING_DOWNSTAIRS" "angle(Y,gravityMean)" 0.1992709887357
"train" "WALKING_DOWNSTAIRS" "angle(Z,gravityMean)" 0.0589752656456897
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.0713559405859939
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.0737650952372211
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.192976080589219
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.39946684501572
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0069884992618357
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0924102328817039
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.161841907222363
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.0116440806198682
"train" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.224422769657505
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.0476361590971602
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.105878566493306
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.314602839812373
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.318567349401623
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.394086175110345
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.231188603351369
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.0578981617975233
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.0790313050466197
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.432035778998519
"train" "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.171065464344219
"train" "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.025813453780355
"train" "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.0519754917174949
"train" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.027554426056359
"train" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0239055378803245
"train" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.0387999123583974
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.423414186458479
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.099319923964717
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.483144255183296
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.266010319105811
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.0661383641365012
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.341661716555527
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.201783634086511
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.28679197429716
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.152922530932252
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.18016869468143
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" -0.0538052977768661
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.02885430503036
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.358229126788915
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.32730982482787
"train" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.370165715908925
"train" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.288168888475659
"train" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0163701864217556
"train" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.105860325152107
"train" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.139846824303926
"train" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" 0.079183931731927
"train" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.168367906550132
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0882069647409736
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.00243695730748479
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.00887530540913793
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.0081975248379716
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.0618724537659239
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.373529594680882
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.0896983345591278
"train" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" 0.00319743123002028
"train" "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.137366108163682
"train" "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.144636835872059
"train" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0766623641270639
"train" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0559099218163377
"train" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0939252913958722
"train" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.316944038169878
"train" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.306181913257404
"train" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.26144603615071
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0742508688621095
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0519342665009533
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.052917414205284
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.374000213890974
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.444762616614097
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.318832476117718
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.397171015459939
"train" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.430866415856653
"train" "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.104601976301298
"train" "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.227265452316329
"train" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.924336230375254
"train" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.167095144852028
"train" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0521996569589989
"train" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.948808651206897
"train" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.934591624918864
"train" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.909636090415821
"train" "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.137366108163682
"train" "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.144636835872059
"train" "WALKING_UPSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" 0.00558063261453868
"train" "WALKING_UPSTAIRS" "angle(tBodyAccMean,gravity)" 0.0298241957151258
"train" "WALKING_UPSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" 0.0447748133733924
"train" "WALKING_UPSTAIRS" "angle(tBodyGyroMean,gravityMean)" -0.156998087016775
"train" "WALKING_UPSTAIRS" "angle(X,gravityMean)" -0.633301229394222
"train" "WALKING_UPSTAIRS" "angle(Y,gravityMean)" 0.282366608536533
"train" "WALKING_UPSTAIRS" "angle(Z,gravityMean)" 0.128405429447344
"train" "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.285477495368322
"train" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.12240638059096
"train" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.352435071945573
"train" "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.441535966465051
"train" "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.173397656636831
"train" "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.279509134543458
"train" "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.198615524473914
"train" "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.00557541172054054
"train" "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.105928929517437
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.384993618073159
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.35481868269617
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.586735444993476
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.33702647675836
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.450871913310252
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.449250627553308
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.384103045858528
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.346762525466654
"train" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.656696754193849
"train" "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.248835990713271
"train" "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.0553662460718733
"train" "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.349171321564772
"train" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.353468006783504
"train" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0790364924492824
"train" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.439910272754185
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.655382609368593
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.090726922998192
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.701593753741845
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.429560837457409
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.182121427116609
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.346609728583225
"train" "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.387804415129357
"train" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.445290581715704
"train" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.297544907199814
"train" "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.215043613374977
"train" "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.317394132352703
"train" "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.263452206594166
"train" "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.489514621167474
"train" "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.266935034348369
"train" "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.293684227338677
"train" "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.261929527252004
"train" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0266470525735974
"train" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.120423564420037
"train" "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.221072445907903
"train" "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.000348031582171482
"train" "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.140363752818472
"train" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0781685444347158
"train" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.0104508404666636
"train" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.0055333909217521
"train" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.355849488668406
"train" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.328541506919935
"train" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.622193012661696
"train" "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.38127785952479
"train" "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.38735343572274
"train" "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.0754501490696831
"train" "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.235551736910382
"train" "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" 0.0209240364789655
"train" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0969463358755993
"train" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0491202105442125
"train" "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.461445663370363
"train" "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.321570850665424
"train" "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.238455522894334
"train" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.115634379434529
"train" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0393221127075303
"train" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0519831673859832
"train" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.542672583806617
"train" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.661038928760485
"train" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.56399488868932
"train" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.601125454923672
"train" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.664181538692451
"train" "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.165519411338164
"train" "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.303978179337558
"train" "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.872378174930103
"train" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.28691577583411
"train" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.148313217708166
"train" "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.946344178769804
"train" "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.925389766076421
"train" "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.899679890894688
"train" "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.0754501490696831
"train" "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.235551736910382
